period,date,region,trust_name,ae_type,total_attendances,within_4hrs,breaches_over_4hrs,pct_within_4hrs,emergency_admissions,avg_wait_minutes,over_12hr_waits
2021-11,2021-11-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,4324,2991,1333,69.2,1378,176,164
2021-11,2021-11-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,631,436,195,69.1,211,187,0
2021-11,2021-11-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,973,753,220,77.3,218,137,0
2021-11,2021-11-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,13693,8674,5019,63.3,4777,204,175
2021-11,2021-11-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,2330,1514,816,65.0,723,192,0
2021-11,2021-11-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,2645,2205,440,83.3,852,92,0
2021-11,2021-11-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,13737,11761,1976,85.6,4777,111,95
2021-11,2021-11-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,1778,1601,177,90.0,408,79,0
2021-11,2021-11-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,2842,2360,482,83.0,611,112,0
2021-11,2021-11-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,10201,7094,3107,69.5,1670,159,143
2021-11,2021-11-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 2 - Specialist,713,545,168,76.4,168,167,0
2021-11,2021-11-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 3 - Minor Injuries,1409,1046,363,74.2,486,152,0
2021-11,2021-11-01,South West,University Hospitals Bristol,Type 1 - Major A&E,12498,9051,3447,72.4,2025,189,513
2021-11,2021-11-01,South West,University Hospitals Bristol,Type 2 - Specialist,1784,1290,494,72.3,311,191,0
2021-11,2021-11-01,South West,University Hospitals Bristol,Type 3 - Minor Injuries,2319,1647,672,71.0,436,195,0
2021-11,2021-11-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,10040,7195,2845,71.7,2001,192,59
2021-11,2021-11-01,South West,Royal Devon University Healthcare,Type 2 - Specialist,559,374,185,66.9,177,210,0
2021-11,2021-11-01,South West,Royal Devon University Healthcare,Type 3 - Minor Injuries,3966,3410,556,86.0,820,68,0
2021-11,2021-11-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,10202,7761,2441,76.1,1856,131,256
2021-11,2021-11-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,2924,2385,539,81.6,871,99,0
2021-11,2021-11-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,606,459,147,75.6,136,160,0
2021-11,2021-11-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,13699,10542,3157,77.0,4667,133,347
2021-11,2021-11-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,1013,812,201,80.1,180,143,0
2021-11,2021-11-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,2318,2094,224,90.3,707,53,0
2021-11,2021-11-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,14999,9997,5002,66.6,5063,192,559
2021-11,2021-11-01,East of England,Norfolk and Norwich,Type 2 - Specialist,3933,3246,687,82.5,853,87,0
2021-11,2021-11-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,1726,1228,498,71.1,464,178,0
2021-11,2021-11-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,9029,7330,1699,81.2,2542,132,163
2021-11,2021-11-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,559,458,101,81.8,163,124,0
2021-11,2021-11-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,2816,1858,958,66.0,920,188,0
2021-12,2021-12-01,London,Barts Health NHS Trust,Type 1 - Major A&E,8129,4438,3691,54.6,1733,251,401
2021-12,2021-12-01,London,Barts Health NHS Trust,Type 2 - Specialist,3197,1863,1334,58.2,573,275,0
2021-12,2021-12-01,London,Barts Health NHS Trust,Type 3 - Minor Injuries,1284,921,363,71.7,316,163,0
2021-12,2021-12-01,London,Imperial College Healthcare,Type 1 - Major A&E,7958,4434,3524,55.7,2119,292,391
2021-12,2021-12-01,London,Imperial College Healthcare,Type 2 - Specialist,3831,2124,1707,55.4,1246,278,0
2021-12,2021-12-01,London,Imperial College Healthcare,Type 3 - Minor Injuries,1174,766,408,65.2,385,206,0
2021-12,2021-12-01,London,Kings College Hospital,Type 1 - Major A&E,13719,9108,4611,66.4,3646,214,34
2021-12,2021-12-01,London,Kings College Hospital,Type 2 - Specialist,4379,2697,1682,61.6,733,225,0
2021-12,2021-12-01,London,Kings College Hospital,Type 3 - Minor Injuries,1497,903,594,60.3,472,210,0
2021-12,2021-12-01,London,Guy's and St Thomas',Type 1 - Major A&E,16934,10057,6877,59.4,3597,215,447
2021-12,2021-12-01,London,Guy's and St Thomas',Type 2 - Specialist,1314,1072,242,81.5,355,125,0
2021-12,2021-12-01,London,Guy's and St Thomas',Type 3 - Minor Injuries,3431,1907,1524,55.6,820,260,0
2021-12,2021-12-01,London,University College London Hospitals,Type 1 - Major A&E,12063,7636,4427,63.3,2929,195,421
2021-12,2021-12-01,London,University College London Hospitals,Type 2 - Specialist,2260,1222,1038,54.0,608,277,0
2021-12,2021-12-01,London,University College London Hospitals,Type 3 - Minor Injuries,1195,698,497,58.3,306,244,0
2021-12,2021-12-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,6669,5119,1550,76.7,2283,141,164
2021-12,2021-12-01,North West,Manchester University NHS Foundation Trust,Type 2 - Specialist,2741,2059,682,75.1,646,158,0
2021-12,2021-12-01,North West,Manchester University NHS Foundation Trust,Type 3 - Minor Injuries,2420,1574,846,65.0,550,226,0
2021-12,2021-12-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,10401,8792,1609,84.5,2584,101,185
2021-12,2021-12-01,North West,Liverpool University Hospitals,Type 2 - Specialist,696,472,224,67.7,113,198,0
2021-12,2021-12-01,North West,Liverpool University Hospitals,Type 3 - Minor Injuries,901,729,172,80.9,193,123,0
2021-12,2021-12-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,9873,6895,2978,69.8,3162,186,346
2021-12,2021-12-01,North West,Lancashire Teaching Hospitals,Type 2 - Specialist,1147,777,370,67.7,341,215,0
2021-12,2021-12-01,North West,Lancashire Teaching Hospitals,Type 3 - Minor Injuries,4489,2634,1855,58.7,1138,225,0
2021-12,2021-12-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,5146,4133,1013,80.3,1532,142,144
2021-12,2021-12-01,North West,Bolton NHS Foundation Trust,Type 2 - Specialist,1874,1090,784,58.1,480,230,0
2021-12,2021-12-01,North West,Bolton NHS Foundation Trust,Type 3 - Minor Injuries,1314,1071,243,81.5,323,119,0
2021-12,2021-12-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,8885,6950,1935,78.2,2929,117,211
2021-12,2021-12-01,Midlands,University Hospitals Birmingham,Type 2 - Specialist,1326,973,353,73.3,285,140,0
2021-12,2021-12-01,Midlands,University Hospitals Birmingham,Type 3 - Minor Injuries,4043,2661,1382,65.8,716,210,0
2021-12,2021-12-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,5596,3733,1863,66.7,1270,182,239
2021-12,2021-12-01,Midlands,Nottingham University Hospitals,Type 2 - Specialist,2681,1892,789,70.5,902,169,0
2021-12,2021-12-01,Midlands,Nottingham University Hospitals,Type 3 - Minor Injuries,4083,2786,1297,68.2,642,203,0
2021-12,2021-12-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,6920,3710,3210,53.6,1900,285,233
2021-12,2021-12-01,Midlands,University Hospitals of Leicester,Type 2 - Specialist,3424,2154,1270,62.9,706,230,0
2021-12,2021-12-01,Midlands,University Hospitals of Leicester,Type 3 - Minor Injuries,3002,2421,581,80.6,724,97,0
2021-12,2021-12-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,10377,6971,3406,67.2,2341,207,294
2021-12,2021-12-01,Midlands,Coventry and Warwickshire,Type 2 - Specialist,1649,1107,542,67.1,373,197,0
2021-12,2021-12-01,Midlands,Coventry and Warwickshire,Type 3 - Minor Injuries,3762,3010,752,80.0,639,126,0
2021-12,2021-12-01,South East,Oxford University Hospitals,Type 1 - Major A&E,12592,9911,2681,78.7,3535,120,248
2021-12,2021-12-01,South East,Oxford University Hospitals,Type 2 - Specialist,2450,1528,922,62.4,840,252,0
2021-12,2021-12-01,South East,Oxford University Hospitals,Type 3 - Minor Injuries,4685,3525,1160,75.2,969,136,0
2021-12,2021-12-01,South East,Brighton and Sussex,Type 1 - Major A&E,11182,8118,3064,72.6,2307,134,43
2021-12,2021-12-01,South East,Brighton and Sussex,Type 2 - Specialist,1207,897,310,74.2,328,153,0
2021-12,2021-12-01,South East,Brighton and Sussex,Type 3 - Minor Injuries,4409,3077,1332,69.8,1154,208,0
2021-12,2021-12-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,7337,4555,2782,62.1,1653,218,289
2021-12,2021-12-01,South East,Royal Surrey NHS Foundation Trust,Type 2 - Specialist,3881,3219,662,82.9,680,111,0
2021-12,2021-12-01,South East,Royal Surrey NHS Foundation Trust,Type 3 - Minor Injuries,923,663,260,71.8,258,148,0
2021-12,2021-12-01,South East,East Kent Hospitals,Type 1 - Major A&E,6935,4785,2150,69.0,1700,162,245
2021-12,2021-12-01,South East,East Kent Hospitals,Type 2 - Specialist,1079,761,318,70.4,242,150,0
2021-12,2021-12-01,South East,East Kent Hospitals,Type 3 - Minor Injuries,3119,2728,391,87.4,748,89,0
2021-12,2021-12-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,11202,8619,2583,76.9,3813,137,297
2021-12,2021-12-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,699,539,160,77.0,106,132,0
2021-12,2021-12-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,1010,587,423,58.1,232,272,0
2021-12,2021-12-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,18129,11790,6339,65.0,3397,217,895
2021-12,2021-12-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,3589,2117,1472,59.0,989,222,0
2021-12,2021-12-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,4508,3568,940,79.1,1395,132,0
2021-12,2021-12-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,6297,4111,2186,65.3,1328,181,301
2021-12,2021-12-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,1645,1352,293,82.1,510,79,0
2021-12,2021-12-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,1323,1025,298,77.4,371,138,0
2021-12,2021-12-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,8707,5794,2913,66.5,1728,197,99
2021-12,2021-12-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 2 - Specialist,3677,2336,1341,63.5,1039,204,0
2021-12,2021-12-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 3 - Minor Injuries,3630,2946,684,81.1,1033,108,0
2021-12,2021-12-01,South West,University Hospitals Bristol,Type 1 - Major A&E,10419,7328,3091,70.3,2418,154,118
2021-12,2021-12-01,South West,University Hospitals Bristol,Type 2 - Specialist,1129,888,241,78.6,338,145,0
2021-12,2021-12-01,South West,University Hospitals Bristol,Type 3 - Minor Injuries,1891,1510,381,79.8,419,147,0
2021-12,2021-12-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,17874,13114,4760,73.4,3735,158,690
2021-12,2021-12-01,South West,Royal Devon University Healthcare,Type 2 - Specialist,4613,3935,678,85.3,1085,69,0
2021-12,2021-12-01,South West,Royal Devon University Healthcare,Type 3 - Minor Injuries,2114,1699,415,80.4,410,140,0
2021-12,2021-12-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,16577,13820,2757,83.4,3450,118,347
2021-12,2021-12-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,1064,623,441,58.5,222,270,0
2021-12,2021-12-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,620,371,249,59.8,134,244,0
2021-12,2021-12-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,10894,7367,3527,67.6,1748,221,243
2021-12,2021-12-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,2229,1700,529,76.3,389,160,0
2021-12,2021-12-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,4263,2272,1991,53.3,1299,306,0
2021-12,2021-12-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,7952,5777,2175,72.6,1235,169,183
2021-12,2021-12-01,East of England,Norfolk and Norwich,Type 2 - Specialist,2868,2159,709,75.3,996,161,0
2021-12,2021-12-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,4608,3889,719,84.4,1140,90,0
2021-12,2021-12-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,8346,6481,1865,77.6,2165,128,268
2021-12,2021-12-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,3805,2675,1130,70.3,1197,180,0
2021-12,2021-12-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,2074,1620,454,78.1,496,125,0
2022-01,2022-01-01,London,Barts Health NHS Trust,Type 1 - Major A&E,9070,5003,4067,55.2,1518,259,288
2022-01,2022-01-01,London,Barts Health NHS Trust,Type 2 - Specialist,2423,1448,975,59.8,804,227,0
2022-01,2022-01-01,London,Barts Health NHS Trust,Type 3 - Minor Injuries,3875,2772,1103,71.5,706,181,0
2022-01,2022-01-01,London,Imperial College Healthcare,Type 1 - Major A&E,4108,1971,2137,48.0,985,317,239
2022-01,2022-01-01,London,Imperial College Healthcare,Type 2 - Specialist,4355,2533,1822,58.1,1117,256,0
2022-01,2022-01-01,London,Imperial College Healthcare,Type 3 - Minor Injuries,3570,2854,716,79.9,891,113,0
2022-01,2022-01-01,London,Kings College Hospital,Type 1 - Major A&E,16335,10885,5450,66.6,4133,226,546
2022-01,2022-01-01,London,Kings College Hospital,Type 2 - Specialist,2118,1431,687,67.6,480,178,0
2022-01,2022-01-01,London,Kings College Hospital,Type 3 - Minor Injuries,2225,1579,646,70.9,687,165,0
2022-01,2022-01-01,London,Guy's and St Thomas',Type 1 - Major A&E,17117,11854,5263,69.3,3335,154,186
2022-01,2022-01-01,London,Guy's and St Thomas',Type 2 - Specialist,3468,2345,1123,67.6,829,209,0
2022-01,2022-01-01,London,Guy's and St Thomas',Type 3 - Minor Injuries,4523,3230,1293,71.4,899,148,0
2022-01,2022-01-01,London,University College London Hospitals,Type 1 - Major A&E,17996,12005,5991,66.7,3172,227,354
2022-01,2022-01-01,London,University College London Hospitals,Type 2 - Specialist,3199,1739,1460,54.4,831,256,0
2022-01,2022-01-01,London,University College London Hospitals,Type 3 - Minor Injuries,3453,2609,844,75.5,739,158,0
2022-01,2022-01-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,7237,4686,2551,64.7,1160,184,314
2022-01,2022-01-01,North West,Manchester University NHS Foundation Trust,Type 2 - Specialist,3374,2141,1233,63.4,722,238,0
2022-01,2022-01-01,North West,Manchester University NHS Foundation Trust,Type 3 - Minor Injuries,4083,3285,798,80.4,975,116,0
2022-01,2022-01-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,6124,4627,1497,75.6,1662,170,111
2022-01,2022-01-01,North West,Liverpool University Hospitals,Type 2 - Specialist,1493,1186,307,79.4,342,107,0
2022-01,2022-01-01,North West,Liverpool University Hospitals,Type 3 - Minor Injuries,2030,1307,723,64.4,685,204,0
2022-01,2022-01-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,17672,10401,7271,58.9,4842,271,957
2022-01,2022-01-01,North West,Lancashire Teaching Hospitals,Type 2 - Specialist,4503,2638,1865,58.6,1045,227,0
2022-01,2022-01-01,North West,Lancashire Teaching Hospitals,Type 3 - Minor Injuries,1486,1045,441,70.3,506,150,0
2022-01,2022-01-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,16402,9023,7379,55.0,3335,282,478
2022-01,2022-01-01,North West,Bolton NHS Foundation Trust,Type 2 - Specialist,3828,2925,903,76.4,1100,150,0
2022-01,2022-01-01,North West,Bolton NHS Foundation Trust,Type 3 - Minor Injuries,2100,1450,650,69.0,486,206,0
2022-01,2022-01-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,16870,10514,6356,62.3,5283,207,693
2022-01,2022-01-01,Midlands,University Hospitals Birmingham,Type 2 - Specialist,3347,1756,1591,52.5,882,267,0
2022-01,2022-01-01,Midlands,University Hospitals Birmingham,Type 3 - Minor Injuries,2023,1316,707,65.0,533,213,0
2022-01,2022-01-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,8908,6344,2564,71.2,1646,151,242
2022-01,2022-01-01,Midlands,Nottingham University Hospitals,Type 2 - Specialist,3332,1841,1491,55.2,697,243,0
2022-01,2022-01-01,Midlands,Nottingham University Hospitals,Type 3 - Minor Injuries,3701,2269,1432,61.3,898,208,0
2022-01,2022-01-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,5854,4713,1141,80.5,1002,91,51
2022-01,2022-01-01,Midlands,University Hospitals of Leicester,Type 2 - Specialist,3449,2147,1302,62.2,861,244,0
2022-01,2022-01-01,Midlands,University Hospitals of Leicester,Type 3 - Minor Injuries,1908,1418,490,74.3,600,177,0
2022-01,2022-01-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,13156,7981,5175,60.7,3110,249,617
2022-01,2022-01-01,Midlands,Coventry and Warwickshire,Type 2 - Specialist,3312,2341,971,70.7,844,157,0
2022-01,2022-01-01,Midlands,Coventry and Warwickshire,Type 3 - Minor Injuries,3912,3089,823,78.9,687,115,0
2022-01,2022-01-01,South East,Oxford University Hospitals,Type 1 - Major A&E,13706,8874,4832,64.7,2658,187,98
2022-01,2022-01-01,South East,Oxford University Hospitals,Type 2 - Specialist,1274,875,399,68.7,438,189,0
2022-01,2022-01-01,South East,Oxford University Hospitals,Type 3 - Minor Injuries,3340,2498,842,74.8,1074,178,0
2022-01,2022-01-01,South East,Brighton and Sussex,Type 1 - Major A&E,6425,4525,1900,70.4,1738,157,7
2022-01,2022-01-01,South East,Brighton and Sussex,Type 2 - Specialist,2342,1408,934,60.1,514,210,0
2022-01,2022-01-01,South East,Brighton and Sussex,Type 3 - Minor Injuries,3760,2902,858,77.2,950,140,0
2022-01,2022-01-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,16841,13179,3662,78.3,4507,150,53
2022-01,2022-01-01,South East,Royal Surrey NHS Foundation Trust,Type 2 - Specialist,785,495,290,63.0,184,251,0
2022-01,2022-01-01,South East,Royal Surrey NHS Foundation Trust,Type 3 - Minor Injuries,933,658,275,70.4,237,195,0
2022-01,2022-01-01,South East,East Kent Hospitals,Type 1 - Major A&E,8435,5441,2994,64.5,1864,202,297
2022-01,2022-01-01,South East,East Kent Hospitals,Type 2 - Specialist,4622,2541,2081,55.0,1309,255,0
2022-01,2022-01-01,South East,East Kent Hospitals,Type 3 - Minor Injuries,2110,1286,824,60.9,727,219,0
2022-01,2022-01-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,18004,14555,3449,80.8,4504,142,70
2022-01,2022-01-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,2218,1377,841,62.1,418,217,0
2022-01,2022-01-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,893,713,180,79.8,142,148,0
2022-01,2022-01-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,17909,11589,6320,64.7,3013,206,713
2022-01,2022-01-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,1204,686,518,56.9,194,250,0
2022-01,2022-01-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,2476,1262,1214,51.0,655,277,0
2022-01,2022-01-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,9097,5950,3147,65.4,1863,202,208
2022-01,2022-01-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,2922,2136,786,73.1,832,137,0
2022-01,2022-01-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,1910,1045,865,54.7,544,293,0
